customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST102603,Male,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),47.66,1989.5,No
CUST102604,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.22,2444.73,Yes
CUST102605,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),53.67,1980.23,No
CUST102606,Male,0,No,No,27,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),30.21,810.27,Yes
CUST102607,Male,0,No,No,67,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,19.34,1279.28,Yes
CUST102608,Female,0,Yes,No,37,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),18.91,713.72,No
CUST102609,Male,0,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,18.0,853.53,No
CUST102610,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.17,3842.13,No
CUST102611,Male,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.09,1231.47,No
CUST102612,Male,1,Yes,No,52,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,1171.3,Yes
CUST102613,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,44.34,2784.25,Yes
CUST102614,Male,1,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),46.65,2884.34,No
CUST102615,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),42.47,1630.88,No
CUST102616,Male,0,Yes,Yes,14,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.42,539.83,No
CUST102617,Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),44.81,353.4,No
CUST102618,Female,0,Yes,No,21,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),37.94,757.93,Yes
CUST102619,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,33.33,2307.66,No
CUST102620,Female,0,No,No,55,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),28.08,1553.67,No
CUST102621,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,43.34,1550.48,No
CUST102622,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),39.56,2253.87,No
CUST102623,Female,0,No,Yes,59,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),18.0,1140.6,No
CUST102624,Male,0,No,No,11,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.38,433.91,No
CUST102625,Female,0,No,No,6,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),18.0,125.14,Yes
CUST102626,Male,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.31,3344.93,No
CUST102627,Female,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,18.38,761.24,Yes
CUST102628,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,52.54,1213.52,No
CUST102629,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.73,1277.6,No
CUST102630,Female,0,Yes,No,61,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,57.34,3429.45,No
CUST102631,Female,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.39,2680.39,No
CUST102632,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,67.82,Yes
CUST102633,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),29.39,1156.79,No
CUST102634,Female,0,Yes,No,32,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),21.04,640.65,No
CUST102635,Female,0,No,No,16,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),25.2,320.44,No
CUST102636,Female,1,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,1094.64,No
CUST102637,Female,0,Yes,No,21,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,18.0,418.34,No
CUST102638,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,53.36,,No
CUST102639,Female,0,No,Yes,69,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,49.55,3448.41,No
CUST102640,Male,0,No,Yes,53,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,18.0,928.79,Yes
CUST102641,Male,0,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,200.69,No
CUST102642,Female,0,No,Yes,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,975.77,Yes
CUST102643,Female,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,42.13,198.59,No
CUST102644,Male,0,No,No,63,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,18.0,1105.15,No
CUST102645,Male,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),46.46,1490.86,No
CUST102646,Female,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,50.92,3563.5,No
CUST102647,Female,0,Yes,Yes,43,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,44.22,1931.81,No
CUST102648,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,38.9,1266.57,Yes
CUST102649,Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),20.11,617.83,No
CUST102650,Male,0,Yes,No,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.45,453.8,Yes
CUST102651,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,25.52,11.38,Yes
CUST102652,Male,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,36.62,244.14,No
CUST102653,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),41.31,977.2,Yes
CUST102654,Female,0,No,No,31,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,24.27,672.37,No
CUST102655,Male,0,No,No,55,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),30.62,1695.45,No
CUST102656,Female,1,No,Yes,6,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.26,297.02,No
CUST102657,Female,0,Yes,No,47,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),27.99,1244.92,No
CUST102658,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,935.93,Yes
CUST102659,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.02,1495.23,No
CUST102660,Male,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.45,1807.24,Yes
CUST102661,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,42.66,-26.39,Yes
CUST102662,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.72,1699.24,No
CUST102663,Female,0,No,No,21,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),34.48,655.21,No
CUST102664,Female,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),21.79,1333.03,No
CUST102665,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1006.22,No
CUST102666,Male,0,No,No,48,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),28.85,1412.7,No
CUST102667,Female,0,No,Yes,51,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),38.25,1987.83,No
CUST102668,Female,0,No,Yes,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.87,816.87,Yes
CUST102669,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,61.57,647.36,No
CUST102670,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.31,95.26,No
CUST102671,Male,0,Yes,No,53,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,18.31,944.85,No
CUST102672,Female,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,41.74,2810.42,No
CUST102673,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,56.24,728.06,No
CUST102674,Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,36.03,1159.04,No
CUST102675,Male,0,Yes,No,25,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),22.75,495.1,No
CUST102676,Male,1,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.76,417.84,No
CUST102677,Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),42.2,2017.56,No
CUST102678,Male,0,Yes,No,64,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,48.42,3093.1,No
CUST102679,Female,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,40.26,1825.84,No
CUST102680,Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),46.61,2579.35,No
CUST102681,Female,0,No,No,67,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.49,3698.17,No
CUST102682,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,41.36,508.07,No
CUST102683,Male,0,No,No,53,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,22.88,1203.96,Yes
CUST102684,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,18.0,1069.59,No
CUST102685,Male,0,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),40.57,1852.01,No
CUST102686,Male,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),44.5,1623.5,No
CUST102687,Male,0,No,No,40,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.65,2320.5,No
CUST102688,Female,0,No,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,583.48,No
CUST102689,Male,0,No,No,41,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),22.9,988.72,No
CUST102690,Female,1,No,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),61.0,4139.37,No
CUST102691,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),39.1,1212.14,Yes
CUST102692,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.61,927.21,Yes
CUST102693,Male,0,Yes,No,56,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,40.99,2278.18,No
CUST102694,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),22.28,288.07,No
CUST102695,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.94,839.86,No
CUST102696,Female,0,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,49.22,902.27,Yes
CUST102697,Male,0,No,No,44,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,33.49,1452.46,No
CUST102698,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),54.18,1097.6,No
CUST102699,Female,0,Yes,Yes,61,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),28.53,1761.94,No
CUST102700,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.92,1652.95,No
CUST102701,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),40.03,886.88,No
CUST102702,Male,0,Yes,No,50,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),26.01,1370.17,No
CUST102703,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),38.06,400.46,No
CUST102704,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,51.22,464.87,Yes
CUST102705,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,42.02,2158.6,No
CUST102706,Male,0,No,Yes,44,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,18.0,769.72,No
CUST102707,Male,0,No,No,51,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),18.0,919.22,Yes
CUST102708,Male,0,No,Yes,29,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,23.76,707.47,Yes
CUST102709,Male,0,No,Yes,63,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.87,3355.08,No
CUST102710,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),36.22,-0.72,Yes
CUST102711,Female,0,Yes,No,48,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,23.63,1145.38,No
CUST102712,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,732.09,No
CUST102713,Male,0,No,No,16,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,19.76,342.54,No
CUST102714,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.93,840.36,No
CUST102715,Male,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.13,1468.77,No
CUST102716,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,37.04,569.51,Yes
CUST102717,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,45.91,2748.24,No
CUST102718,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,37.56,414.7,No
CUST102719,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),51.82,426.18,No
CUST102720,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.56,468.15,No
CUST102721,Female,0,Yes,Yes,34,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,33.92,1133.9,No
CUST102722,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,51.12,2441.17,No
CUST102723,Male,0,No,No,57,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,26.16,1500.85,No
CUST102724,Male,0,No,No,17,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,18.0,310.04,No
CUST102725,Male,1,No,No,51,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,18.0,1000.62,No
CUST102726,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),33.74,912.64,No
CUST102727,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,29.3,1084.1,Yes
CUST102728,Male,0,No,No,39,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,19.7,747.02,No
CUST102729,Male,0,No,No,5,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,27.58,148.97,No
CUST102730,Female,0,No,No,34,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,25.43,821.1,Yes
CUST102731,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,21.8,547.18,No
CUST102732,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,36.07,1075.83,No
CUST102733,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.31,470.99,No
CUST102734,Female,0,No,No,54,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),32.03,1718.91,No
CUST102735,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),51.84,380.79,No
CUST102736,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),42.33,2545.76,No
CUST102737,Female,0,No,No,17,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,18.0,365.77,No
CUST102738,Female,0,No,No,50,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),20.95,1045.53,No
CUST102739,Male,0,No,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,21.49,366.16,No
CUST102740,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.52,2046.78,No
CUST102741,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),48.83,1564.7,No
CUST102742,Male,0,No,No,37,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,19.2,674.35,No
CUST102743,Male,0,No,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.15,328.85,No
CUST102744,Female,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.07,1057.17,No
CUST102745,Female,0,No,Yes,72,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),21.18,1412.06,No
CUST102746,Female,0,No,Yes,52,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),57.65,2976.79,No
CUST102747,Male,0,Yes,No,0,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),31.54,,No
CUST102748,Female,0,No,No,11,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.83,361.05,Yes
CUST102749,Female,1,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),47.96,1111.86,No
CUST102750,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,50.21,,No
CUST102751,Female,0,No,Yes,67,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.44,2455.1,No
CUST102752,Male,0,Yes,No,6,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),23.74,175.72,No
CUST102753,Male,0,Yes,No,68,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),57.06,3798.94,Yes
CUST102754,Female,0,No,Yes,38,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),50.85,1920.67,No
CUST102755,Male,0,No,Yes,31,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,23.84,738.3,No
CUST102756,Male,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),22.45,1127.99,No
CUST102757,Female,1,No,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,48.4,1471.88,Yes
CUST102758,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.81,147.38,Yes
CUST102759,Male,0,No,Yes,46,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,18.82,895.14,Yes
CUST102760,Male,1,Yes,Yes,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.29,336.58,Yes
CUST102761,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,842.82,No
CUST102762,Female,1,Yes,No,20,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),18.0,414.2,No
CUST102763,Male,1,No,Yes,40,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),34.06,1353.56,No
CUST102764,Male,1,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),50.53,61.21,Yes
CUST102765,Female,0,Yes,No,0,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),26.3,,No
CUST102766,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,42.22,913.85,No
CUST102767,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),51.85,1029.58,No
CUST102768,Female,1,No,No,48,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,18.0,905.77,No
CUST102769,Female,0,No,No,64,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,23.17,1434.09,No
CUST102770,Male,0,No,Yes,40,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,18.0,756.29,No
CUST102771,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,33.26,2135.32,No
CUST102772,Female,0,No,No,41,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),39.53,1471.58,No
CUST102773,Male,0,No,No,68,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),40.15,2819.27,No
CUST102774,Female,0,No,No,56,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,20.37,1130.51,No
CUST102775,Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.0,854.03,No
CUST102776,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.9,335.94,No
CUST102777,Male,1,No,No,63,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.93,3594.12,No
CUST102778,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,43.11,2066.79,No
CUST102779,Male,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,18.0,1311.44,No
CUST102780,Male,0,Yes,No,59,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,21.95,1409.61,No
CUST102781,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.11,1713.78,No
CUST102782,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,38.9,1145.44,No
CUST102783,Female,1,No,No,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.05,4252.06,No
CUST102784,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,30.5,415.29,No
CUST102785,Male,0,No,No,31,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.0,437.77,No
CUST102786,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,42.82,220.78,No
